publisher,total_global_sales,game_count,avg_sales_per_game,median_sales_per_game,active_years,platform_count,genre_count,avg_market_share_pct,high_success_rate
Mobest Media,0,11,NA,NA,3,1,2,NA,NA
Mobigame,0,2,NA,NA,2,2,2,NA,NA
Mobigame SARL,0,1,NA,NA,1,1,1,NA,NA
MobileBits GmbH,0,2,NA,NA,2,2,1,NA,NA
Mobo Studio,0,1,NA,NA,1,1,1,NA,NA
Mode 7,0,5,NA,NA,2,5,2,NA,NA
Modern Media Ventures,0,6,NA,NA,4,1,1,NA,NA
Modulaatio Games,0,3,NA,NA,1,3,1,NA,NA
MoeNovel,0,2,NA,NA,2,1,1,NA,NA
Mommy's Best Games,0,1,NA,NA,1,1,1,NA,NA
Monkey Stories Games,0,1,NA,NA,1,1,1,NA,NA
Monogon Games,0,3,NA,NA,1,3,1,NA,NA
Monolith,0,3,NA,NA,1,3,1,NA,NA
Monolith Productions,0,7,NA,NA,3,1,5,NA,NA
Monomi Park,0,6,NA,NA,2,5,1,NA,NA
Monster Robot Studios,0,1,NA,NA,1,1,1,NA,NA
Monster and Monster,0,2,NA,NA,2,1,1,NA,NA
Montparnasse Multimedia,0,1,NA,NA,1,1,1,NA,NA
Mooneye Studios,0,3,NA,NA,1,3,1,NA,NA
Moonpod,0,1,NA,NA,1,1,1,NA,NA
"Moonshark, Inc.",0,2,NA,NA,1,2,1,NA,NA
Morgopolis Studios,0,2,NA,NA,1,2,1,NA,NA
Mosaic,0,1,NA,NA,1,1,1,NA,NA
"Mossmouth, LLC",0,1,NA,NA,1,1,1,NA,NA
Motion Picture Corporation of America Interactive,0,1,NA,NA,1,1,1,NA,NA
Motion Twin,0,2,NA,NA,2,2,1,NA,NA
Motorsport Games,0,4,NA,NA,2,4,1,NA,NA
Mountain King Studios,0,1,NA,NA,1,1,1,NA,NA
Mousechief,0,2,NA,NA,1,2,1,NA,NA
Mubik,0,1,NA,NA,1,1,1,NA,NA
Multisoft,0,2,NA,NA,2,1,2,NA,NA
Multiverse,0,1,NA,NA,1,1,1,NA,NA
Mura Interactive,0,5,NA,NA,1,5,1,NA,NA
Muro Studios,0,1,NA,NA,1,1,1,NA,NA
Muse Games,0,1,NA,NA,1,1,1,NA,NA
Muse Software,0,4,NA,NA,4,2,4,NA,NA
Myth People,0,4,NA,NA,2,2,2,NA,NA
Mythic Entertainment,0,7,NA,NA,5,1,1,NA,NA
Mythicon,0,3,NA,NA,1,1,2,NA,NA
N3V Games Pty Ltd,0,3,NA,NA,2,3,2,NA,NA
NAC Geographic Products Inc.,0,1,NA,NA,1,1,1,NA,NA
NASA,0,2,NA,NA,1,2,1,NA,NA
NAVER JAPAN,0,2,NA,NA,1,1,2,NA,NA
NDS Software,0,3,NA,NA,1,3,1,NA,NA
NDoors Interactive,0,1,NA,NA,1,1,1,NA,NA
NEC Avenue,0,23,NA,NA,10,4,6,NA,NA
NEKO WORKs,0,1,NA,NA,1,1,1,NA,NA
NEOCYON,0,1,NA,NA,1,1,1,NA,NA
NEW WORLD,0,2,NA,NA,1,2,1,NA,NA
NHK,0,4,NA,NA,4,3,4,NA,NA
NHN USA,0,3,NA,NA,2,1,2,NA,NA
NHN corp.,0,1,NA,NA,1,1,1,NA,NA
NOA,0,1,NA,NA,1,1,1,NA,NA
NTVIC,0,3,NA,NA,3,2,3,NA,NA
Naarassusi Publisher,0,8,NA,NA,3,1,1,NA,NA
Nabi Studios,0,2,NA,NA,2,2,1,NA,NA
Nacon,0,10,NA,NA,1,6,2,NA,NA
Nagase Brothers,0,2,NA,NA,2,1,1,NA,NA
Naked Sky Entertainment,0,1,NA,NA,1,1,1,NA,NA
Namco Networks America,0,4,NA,NA,2,1,2,NA,NA
Namco Networks America Inc.,0,5,NA,NA,2,5,2,NA,NA
Namco Tales Studio / Wolfteam,0,1,NA,NA,1,1,1,NA,NA
Nano Games,0,1,NA,NA,1,1,1,NA,NA
Naps Team,0,2,NA,NA,2,1,1,NA,NA
Naquatic LLC,0,1,NA,NA,1,1,1,NA,NA
Natsume Atari,0,1,NA,NA,1,1,1,NA,NA
NaturalMotion,0,2,NA,NA,2,2,1,NA,NA
Navel,0,4,NA,NA,3,1,2,NA,NA
Nayantara Studios,0,1,NA,NA,1,1,1,NA,NA
Ndemic Creations,0,3,NA,NA,2,3,1,NA,NA
Necrophone Games,0,1,NA,NA,1,1,1,NA,NA
Nekki,0,5,NA,NA,3,5,1,NA,NA
Neko Neko Soft,0,1,NA,NA,1,1,1,NA,NA
Nemesys,0,2,NA,NA,2,1,1,NA,NA
NeocoreGames,0,3,NA,NA,3,1,2,NA,NA
Neognosis,0,1,NA,NA,1,1,1,NA,NA
Neon Surge,0,1,NA,NA,1,1,1,NA,NA
Neos,0,1,NA,NA,1,1,1,NA,NA
Neowiz Corporation,0,4,NA,NA,3,4,2,NA,NA
Neowiz Entertainment,0,2,NA,NA,2,2,2,NA,NA
Nerjyzed Entertainment,0,1,NA,NA,1,1,1,NA,NA
NetVillage,0,7,NA,NA,4,3,3,NA,NA
"Netflix, Inc.",0,6,NA,NA,1,6,1,NA,NA
NetherRealm Studios / Other Ocean Interactive,0,3,NA,NA,2,3,1,NA,NA
New Blood Interactive,0,1,NA,NA,1,1,1,NA,NA
New Machine Publishing,0,1,NA,NA,1,1,1,NA,NA
New Reality Games,0,4,NA,NA,3,1,3,NA,NA
New Star Games,0,2,NA,NA,2,1,2,NA,NA
Newnight,0,1,NA,NA,1,1,1,NA,NA
Nexeon Technologies,0,1,NA,NA,1,1,1,NA,NA
Nexoft,0,3,NA,NA,2,2,3,NA,NA
Nexon America,0,6,NA,NA,5,1,3,NA,NA
Next Dimension Game Adventures Ltd.,0,1,NA,NA,1,1,1,NA,NA
Next Gen Games,0,1,NA,NA,1,1,1,NA,NA
Nexuiz Team,0,1,NA,NA,1,1,1,NA,NA
Niantic,0,2,NA,NA,1,2,1,NA,NA
Nickelodeon,0,2,NA,NA,2,2,2,NA,NA
Nickervision Studios,0,1,NA,NA,1,1,1,NA,NA
"Night Dive Studios, LLC",0,1,NA,NA,1,1,1,NA,NA
Night Node Software,0,3,NA,NA,1,3,1,NA,NA
Night School Studio,0,4,NA,NA,3,3,1,NA,NA
Nightdive Studios,0,4,NA,NA,1,4,1,NA,NA
Nigred,0,2,NA,NA,2,1,1,NA,NA
Nihon Bussan,0,5,NA,NA,5,4,3,NA,NA
Nihon Falcom Corp,0,1,NA,NA,1,1,1,NA,NA
Nihon System,0,3,NA,NA,3,2,3,NA,NA
Nikita,0,3,NA,NA,1,1,2,NA,NA
Nimblebit,0,1,NA,NA,1,1,1,NA,NA
Nimbly Games,0,1,NA,NA,1,1,1,NA,NA
Nine'sFox,0,3,NA,NA,2,1,1,NA,NA
NineLives,0,3,NA,NA,3,2,2,NA,NA
Ninja Theory,0,4,NA,NA,2,4,1,NA,NA
NinjaBee,0,12,NA,NA,6,2,3,NA,NA
Nippon Clary Business,0,1,NA,NA,1,1,1,NA,NA
Nippon Create,0,1,NA,NA,1,1,1,NA,NA
Nippon Data Works,0,1,NA,NA,1,1,1,NA,NA
Nitro+,0,4,NA,NA,4,1,2,NA,NA
Nitrolic Games,0,1,NA,NA,1,1,1,NA,NA
Nitrome,0,2,NA,NA,2,2,1,NA,NA
Nival Interactive,0,6,NA,NA,4,3,3,NA,NA
Nix Hydra Games,0,1,NA,NA,1,1,1,NA,NA
Nnooo,0,18,NA,NA,6,6,3,NA,NA
No More Robots,0,4,NA,NA,2,4,1,NA,NA
No Reply Studios,0,3,NA,NA,1,3,1,NA,NA
Nocturnal Entertainment,0,1,NA,NA,1,1,1,NA,NA
Nokia,0,32,NA,NA,4,1,9,NA,NA
Norn,0,3,NA,NA,2,1,1,NA,NA
North Star Games,0,1,NA,NA,1,1,1,NA,NA
Northway Games,0,1,NA,NA,1,1,1,NA,NA
Nostatic Software,0,2,NA,NA,1,2,1,NA,NA
Novaleaf Game Studios,0,1,NA,NA,1,1,1,NA,NA
Noviy Disk,0,2,0,0,2,1,2,NA,0
Nowhere Studios,0,5,NA,NA,2,5,1,NA,NA
Numantian Games,0,1,0,0,1,1,1,NA,0
Numizmatic,0,1,NA,NA,1,1,1,NA,NA
Nunchuk Games,0,1,NA,NA,1,1,1,NA,NA
Nuvision Entertainment,0,1,NA,NA,1,1,1,NA,NA
Nyamyam,0,3,NA,NA,1,3,1,NA,NA
O2 Games,0,1,NA,NA,1,1,1,NA,NA
OGPlanet,0,4,NA,NA,4,1,3,NA,NA
OMGPOP,0,1,NA,NA,1,1,1,NA,NA
ORiGO Games,0,8,NA,NA,2,6,3,NA,NA
Oasis Games Ltd.,0,2,NA,NA,1,1,2,NA,NA
Oberon Media,0,7,NA,NA,4,3,3,NA,NA
Obsidian Entertainment,0,1,NA,NA,1,1,1,NA,NA
Ocean Software,0,12,NA,NA,8,10,6,NA,NA
Ocelot,0,3,NA,NA,2,1,2,NA,NA
Oculus,0,5,NA,NA,3,2,5,NA,NA
Oculus Story Studio,0,1,NA,NA,1,1,1,NA,NA
Oculus Studios,0,2,NA,NA,1,1,2,NA,NA
Oddmobb,0,1,NA,NA,1,1,1,NA,NA
Oddworld Inhabitans,0,27,NA,NA,4,4,1,NA,NA
Oddworld Inhabitants,0,18,NA,NA,8,11,3,NA,NA
Oddy Arts,0,1,NA,NA,1,1,1,NA,NA
Odenis Studio,0,1,NA,NA,1,1,1,NA,NA
Odenis Studios,0,3,NA,NA,3,1,3,NA,NA
Offworld Industries,0,1,NA,NA,1,1,1,NA,NA
Oink Games,0,1,NA,NA,1,1,1,NA,NA
Ole,0,1,NA,NA,1,1,1,NA,NA
Omega,0,1,NA,NA,1,1,1,NA,NA
Omega Micott,0,4,NA,NA,2,1,3,NA,NA
Omega Products,0,2,NA,NA,1,2,2,NA,NA
Omnidream Creations,0,1,NA,NA,1,1,1,NA,NA
On Deck Interactive,0,1,NA,NA,1,1,1,NA,NA
OnGames,0,1,NA,NA,1,1,1,NA,NA
OnLine Studio Productions LLC,0,1,NA,NA,1,1,1,NA,NA
Ondrej Angelovic,0,1,NA,NA,1,1,1,NA,NA
One Man Left,0,1,NA,NA,1,1,1,NA,NA
One or Eight Inc.,0,1,NA,NA,1,1,1,NA,NA
OneBigGame,0,1,NA,NA,1,1,1,NA,NA
Onion Games,0,1,NA,NA,1,1,1,NA,NA
Onion News Network,0,1,NA,NA,1,1,1,NA,NA
Open Book,0,2,NA,NA,1,2,1,NA,NA
Open Book 9003,0,6,NA,NA,1,1,1,NA,NA
Oracion,0,5,NA,NA,2,1,2,NA,NA
Orange Juice Dog,0,1,NA,NA,1,1,1,NA,NA
Orangenose Studios,0,2,NA,NA,2,1,1,NA,NA
Orbit Soft,0,4,NA,NA,4,1,1,NA,NA
Ossian Studios,0,1,NA,NA,1,1,1,NA,NA
Other Ocean Interactive,0,5,NA,NA,3,3,3,NA,NA
Out Fit 7 Ltd.,0,1,NA,NA,1,1,1,NA,NA
Out of crumpét's:,0,1,NA,NA,1,1,1,NA,NA
Out of the Park Developments,0,16,NA,NA,9,3,3,NA,NA
Outerloop Games,0,1,NA,NA,1,1,1,NA,NA
Outgrow,0,1,NA,NA,1,1,1,NA,NA
Outspark,0,3,NA,NA,2,1,1,NA,NA
Over The Moon,0,4,NA,NA,2,4,3,NA,NA
Over The Top Games,0,3,NA,NA,3,2,2,NA,NA
Overhaul Games,0,1,NA,NA,1,1,1,NA,NA
Overhype Studios,0,1,NA,NA,1,1,1,NA,NA
Owlchemy Labs,0,4,NA,NA,2,3,2,NA,NA
Oxeye,0,1,NA,NA,1,1,1,NA,NA
Oxygen Games,0,1,NA,NA,1,1,1,NA,NA
Oz Club,0,2,NA,NA,2,2,2,NA,NA
PF.Magic,0,5,NA,NA,4,3,3,NA,NA
PICK Technology Limited,0,1,NA,NA,1,1,1,NA,NA
PLAYDIUS,0,1,NA,NA,1,1,1,NA,NA
PUBG Corporation,0,3,NA,NA,1,3,1,NA,NA
Pai,0,2,NA,NA,2,2,1,NA,NA
Pajamas Soft,0,4,NA,NA,3,1,1,NA,NA
PalSoft,0,1,NA,NA,1,1,1,NA,NA
Palace Software,0,1,NA,NA,1,1,1,NA,NA
Pallet,0,1,NA,NA,1,1,1,NA,NA
Pan Vision,0,3,NA,NA,2,3,3,NA,NA
Panda Entertainment,0,5,NA,NA,1,1,2,NA,NA
Panda House,0,2,NA,NA,2,1,2,NA,NA
Pandora Box,0,5,NA,NA,3,2,2,NA,NA
Panesian,0,2,NA,NA,1,1,2,NA,NA
Panic,0,7,NA,NA,3,6,2,NA,NA
Panic Art Studios,0,2,NA,NA,1,2,1,NA,NA
Panic Button,0,1,NA,NA,1,1,1,NA,NA
Panorama,0,1,NA,NA,1,1,1,NA,NA
Panoramik Inc.,0,1,NA,NA,1,1,1,NA,NA
Pantera,0,1,NA,NA,1,1,1,NA,NA
Paper Cult,0,1,NA,NA,1,1,1,NA,NA
Papyrus,0,5,NA,NA,3,3,2,NA,NA
Paramount Digital Entertainment,0,11,NA,NA,3,3,4,NA,NA
Paranoid Productions,0,4,NA,NA,1,4,1,NA,NA
Paretto,0,1,NA,NA,1,1,1,NA,NA
Parker Brothers,0,11,NA,NA,4,4,5,NA,NA
Parsoft Interactive,0,1,NA,NA,1,1,1,NA,NA
Pasta Games!,0,3,NA,NA,2,3,1,NA,NA
Peace,0,1,NA,NA,1,1,1,NA,NA
Peach Princess,0,8,NA,NA,4,1,1,NA,NA
Pearl Abyss,0,1,NA,NA,1,1,1,NA,NA
Peas Soft,0,2,NA,NA,2,1,2,NA,NA
Pelfast,0,1,NA,NA,1,1,1,NA,NA
Penguin Australia,0,1,NA,NA,1,1,1,NA,NA
PennyPop,0,1,NA,NA,1,1,1,NA,NA
Pentavision Entertainment,0,5,NA,NA,3,2,1,NA,NA
Perfect Hat,0,1,NA,NA,1,1,1,NA,NA
Perfect World,0,1,NA,NA,1,1,1,NA,NA
Perfect World Entertainment,0,20,NA,NA,8,5,5,NA,NA
Perpetuum Game,0,1,NA,NA,1,1,1,NA,NA
Petit Reve,0,1,0,0,1,1,1,NA,0
Petite Games,0,1,NA,NA,1,1,1,NA,NA
Petoons Studio,0,4,NA,NA,1,4,1,NA,NA
Philips Interactive Media,0,5,NA,NA,2,1,3,NA,NA
Philips Media France,0,1,NA,NA,1,1,1,NA,NA
PhobosLab,0,1,NA,NA,1,1,1,NA,NA
Phoenix Labs,0,4,NA,NA,1,4,1,NA,NA
Phoenix Online Studios,0,6,NA,NA,2,3,1,NA,NA
Phoenixx Inc.,0,1,NA,NA,1,1,1,NA,NA
Phosphor Games,0,1,NA,NA,1,1,1,NA,NA
Photon Productions,0,3,NA,NA,1,3,1,NA,NA
Pi Arts,0,1,NA,NA,1,1,1,NA,NA
Picroma,0,1,NA,NA,1,1,1,NA,NA
Pieces Interactive,0,1,NA,NA,1,1,1,NA,NA
Pillow Castle,0,4,NA,NA,2,4,1,NA,NA
Pin Change,0,1,NA,NA,1,1,1,NA,NA
Pine Studio,0,1,NA,NA,1,1,1,NA,NA
Pink Pineapple,0,1,NA,NA,1,1,1,NA,NA
Pinkerton Road,0,3,NA,NA,1,3,1,NA,NA
Pinky Soft,0,1,NA,NA,1,1,1,NA,NA
Pinpin Team,0,1,NA,NA,1,1,1,NA,NA
Pione Soft,0,7,NA,NA,4,2,1,NA,NA
Pipliz,0,1,NA,NA,1,1,1,NA,NA
Pirate Software,0,1,NA,NA,1,1,1,NA,NA
Pix Arts,0,2,NA,NA,2,1,1,NA,NA
Pixel Federation,0,4,NA,NA,3,3,3,NA,NA
Pixel Lantern,0,5,NA,NA,3,5,1,NA,NA
Pixel Maniacs,0,1,NA,NA,1,1,1,NA,NA
PixelStorm,0,1,NA,NA,1,1,1,NA,NA
Pixelsplit,0,1,NA,NA,1,1,1,NA,NA
Plaion,0,1,NA,NA,1,1,1,NA,NA
PlanetG,0,1,NA,NA,1,1,1,NA,NA
Planeta DeAgostini Interactive,0,2,NA,NA,2,1,1,NA,NA
Planetwide Games,0,1,NA,NA,1,1,1,NA,NA
Platine Dispositif,0,1,NA,NA,1,1,1,NA,NA
PlatinumGames,0,3,NA,NA,1,3,1,NA,NA
Plato,0,1,NA,NA,1,1,1,NA,NA
Play Ten Interactive,0,1,NA,NA,1,1,1,NA,NA
PlayEveryWare Games,0,1,NA,NA,1,1,1,NA,NA
PlayFirst,0,20,NA,NA,5,1,6,NA,NA
PlayFlock,0,1,NA,NA,1,1,1,NA,NA
PlayStation Mobile Inc.,0,2,NA,NA,2,1,2,NA,NA
PlayStation PC,0,8,NA,NA,3,1,2,NA,NA
PlayWay,0,10,NA,NA,6,6,4,NA,NA
Playaround,0,2,NA,NA,1,1,1,NA,NA
Playboom,0,1,NA,NA,1,1,1,NA,NA
Playbrains,0,1,NA,NA,1,1,1,NA,NA
Playdead,0,10,NA,NA,6,8,3,NA,NA
"Playdek, Inc.",0,1,NA,NA,1,1,1,NA,NA
Playdemic,0,2,NA,NA,2,1,1,NA,NA
Playdigious,0,4,NA,NA,1,4,1,NA,NA
"Playdom, Inc.",0,5,NA,NA,2,2,2,NA,NA
Playful,0,2,NA,NA,2,2,1,NA,NA
Playful Entertainment,0,2,NA,NA,2,2,1,NA,NA
Playism,0,13,NA,NA,4,7,5,NA,NA
Playlogic International NV,0,2,NA,NA,2,2,2,NA,NA
Playmore Corporation,0,1,NA,NA,1,1,1,NA,NA
Playrise Edge Ltd.,0,1,NA,NA,1,1,1,NA,NA
Playrix,0,1,NA,NA,1,1,1,NA,NA
Playrix Entertainment,0,6,NA,NA,3,2,1,NA,NA
Playstack,0,3,NA,NA,1,3,1,NA,NA
Playstos Entertainment,0,2,NA,NA,2,2,1,NA,NA
Playtika LTD,0,3,NA,NA,3,2,1,NA,NA
Plug In Digital,0,25,NA,NA,5,3,10,NA,NA
"Pocket Direct, L.L.C.",0,1,NA,NA,1,1,1,NA,NA
Pocket Games Inc,0,1,NA,NA,1,1,1,NA,NA
Pocketpair,0,4,NA,NA,1,4,1,NA,NA
Pocketwatch Games,0,4,NA,NA,3,3,2,NA,NA
Point of View,0,1,NA,NA,1,1,1,NA,NA
Poisoft,0,6,NA,NA,5,3,5,NA,NA
Polarbit,0,2,NA,NA,2,1,2,NA,NA
Polygram Magic of Japan,0,1,NA,NA,1,1,1,NA,NA
Polynetix Studio,0,3,NA,NA,3,1,3,NA,NA
Polyphony Digital,0,2,NA,NA,1,2,1,NA,NA
Polytron,0,3,NA,NA,2,3,2,NA,NA
Polytron Corporation,0,3,NA,NA,2,3,2,NA,NA
PomPom,0,8,NA,NA,7,3,2,NA,NA
PomPom Games,0,1,NA,NA,1,1,1,NA,NA
Ponos,0,1,NA,NA,1,1,1,NA,NA
Poppy Works,0,3,NA,NA,1,3,1,NA,NA
Positech Games,0,5,NA,NA,3,3,2,NA,NA
Powerhead Games,0,2,NA,NA,2,1,2,NA,NA
Powerhoof Pty Ltd,0,2,NA,NA,1,2,1,NA,NA
Press Play,0,3,NA,NA,2,3,2,NA,NA
Presto Studios,0,1,NA,NA,1,1,1,NA,NA
Priority Interrupt,0,1,NA,NA,1,1,1,NA,NA
Private Division,0,18,NA,NA,4,7,4,NA,NA
Privateer Press Interactive,0,2,NA,NA,1,2,1,NA,NA
Probe Entertainment Ltd.,0,5,NA,NA,2,5,2,NA,NA
Produce!,0,3,NA,NA,3,1,2,NA,NA
Progrestar,0,2,NA,NA,1,2,1,NA,NA
ProjeX,0,1,NA,NA,1,1,1,NA,NA
Project Two Interactive,0,3,NA,NA,2,2,3,NA,NA
Proletariat Inc.,0,5,NA,NA,2,4,2,NA,NA
Prolific Publishing,0,2,NA,NA,2,1,1,NA,NA
Propeller,0,3,NA,NA,3,1,1,NA,NA
Psikyo,0,1,NA,NA,1,1,1,NA,NA
Psychic Software,0,3,NA,NA,1,3,1,NA,NA
Psygnosis / Reflections Interactive,0,1,NA,NA,1,1,1,NA,NA
Psyonix,0,3,NA,NA,2,3,1,NA,NA
Pub Games,0,2,NA,NA,1,2,1,NA,NA
Pulse Entertainment,0,2,NA,NA,2,2,2,NA,NA
Pumpie,0,1,NA,NA,1,1,1,NA,NA
Punchline / Shirogumi,0,3,NA,NA,1,3,1,NA,NA
Punk Notion,0,2,NA,NA,1,2,1,NA,NA
Puppy Games,0,3,NA,NA,2,2,2,NA,NA
Pygmy Studio,0,2,NA,NA,1,2,1,NA,NA
Pyrodactyl,0,5,NA,NA,3,3,1,NA,NA
Q Entertainment,0,12,NA,NA,5,5,5,NA,NA
Q Entertainment/UserJoy Technology,0,4,NA,NA,2,3,1,NA,NA
Q-Games,0,2,NA,NA,2,2,1,NA,NA
QCF Design,0,1,NA,NA,1,1,1,NA,NA
QUByte Interactive,0,5,NA,NA,2,5,1,NA,NA
Quaint Emerald,0,1,NA,NA,1,1,1,NA,NA
Quaker Oats,0,1,NA,NA,1,1,1,NA,NA
Quantic Dream,0,1,NA,NA,1,1,1,NA,NA
Quantum Quality,0,2,NA,NA,2,1,2,NA,NA
Quantum Sheep,0,1,NA,NA,1,1,1,NA,NA
"Quark Games, Inc.",0,1,NA,NA,1,1,1,NA,NA
Qubic Games,0,7,NA,NA,4,4,4,NA,NA
QubicGames,0,8,NA,NA,4,3,5,NA,NA
Queasy Games,0,1,NA,NA,1,1,1,NA,NA
Quikding,0,7,NA,NA,4,3,1,NA,NA
Qwiboo,0,1,NA,NA,1,1,1,NA,NA
R.G.B. SRL,0,1,NA,NA,1,1,1,NA,NA
R2Games,0,3,NA,NA,1,1,1,NA,NA
RCMADIAX,0,14,NA,NA,4,2,4,NA,NA
RLR Training Inc,0,1,NA,NA,1,1,1,NA,NA
RNOVA Studio,0,3,NA,NA,2,3,1,NA,NA
RaSeN,0,1,NA,NA,1,1,1,NA,NA
Ragequit Corporation,0,1,NA,NA,1,1,1,NA,NA
Rainbird,0,8,NA,NA,4,4,3,NA,NA
Rainbite,0,1,NA,NA,1,1,1,NA,NA
Rainbow Arts,0,8,NA,NA,3,7,4,NA,NA
Rainbow Games,0,3,NA,NA,2,1,2,NA,NA
Rainy Frog,0,6,NA,NA,3,2,2,NA,NA
Rake in Grass,0,3,NA,NA,2,2,2,NA,NA
Rampage Games,0,2,NA,NA,1,2,1,NA,NA
Random Games Inc.,0,1,NA,NA,1,1,1,NA,NA
Random House,0,2,NA,NA,1,1,1,NA,NA
RandomSpin,0,2,NA,NA,2,1,1,NA,NA
Rare,0,3,NA,NA,2,2,3,NA,NA
Ratalaika Games,0,16,NA,NA,3,5,7,NA,NA
Ratloop Asia Pte Ltd,0,1,NA,NA,1,1,1,NA,NA
Ravensburger Interactive Media,0,1,NA,NA,1,1,1,NA,NA
Raw Fury,0,17,NA,NA,5,5,5,NA,NA
Ray Corporation,0,1,NA,NA,1,1,1,NA,NA
Raya System,0,2,NA,NA,2,1,2,NA,NA
Razorsoft,0,5,NA,NA,3,1,3,NA,NA
Re-Logic,0,4,NA,NA,2,4,2,NA,NA
"Reactor, Inc.",0,1,NA,NA,1,1,1,NA,NA
ReadySoft,0,12,NA,NA,3,5,3,NA,NA
Real Dynamics,0,1,NA,NA,1,1,1,NA,NA
Real Vision,0,1,NA,NA,1,1,1,NA,NA
RealArcade,0,3,NA,NA,1,2,2,NA,NA
RealNetworks,0,2,NA,NA,2,2,1,NA,NA
"RealNetworks, Inc",0,1,NA,NA,1,1,1,NA,NA
Realore Studios,0,1,NA,NA,1,1,1,NA,NA
Realtec,0,1,NA,NA,1,1,1,NA,NA
Realtech VR,0,1,NA,NA,1,1,1,NA,NA
Rebellion Developments / Saffire,0,2,NA,NA,1,2,1,NA,NA
Recom,0,4,0,0,3,4,3,NA,0
Red 5 Studio,0,1,NA,NA,1,1,1,NA,NA
Red Barrels,0,4,NA,NA,2,3,3,NA,NA
Red Fly Studio,0,1,NA,NA,1,1,1,NA,NA
Red Mile Entertainment,0,3,0,0,2,2,2,NA,0
Red Orb Entertainment,0,2,NA,NA,2,2,1,NA,NA
Red Robot Labs Inc.,0,1,NA,NA,1,1,1,NA,NA
Red Thread Games,0,3,NA,NA,1,3,1,NA,NA
Red-Spell,0,1,NA,NA,1,1,1,NA,NA
RedDeerGames,0,2,NA,NA,1,1,2,NA,NA
RedG Studios,0,1,NA,NA,1,1,1,NA,NA
RedLynx,0,5,NA,NA,4,3,4,NA,NA
RedSpot Games,0,5,NA,NA,5,2,3,NA,NA
Refract Studios,0,3,NA,NA,1,3,1,NA,NA
Regista,0,1,NA,NA,1,1,1,NA,NA
Reindeer,0,2,NA,NA,2,2,1,NA,NA
Relentless Software,0,9,NA,NA,2,2,3,NA,NA
Reliance Big Entertainment UK Private Ltd,0,2,NA,NA,2,1,1,NA,NA
Relic Entertainment,0,1,NA,NA,1,1,1,NA,NA
Remedy Entertainment,0,2,NA,NA,2,2,1,NA,NA
Renegade,0,3,NA,NA,3,2,3,NA,NA
Renegade Kid,0,15,NA,NA,4,7,2,NA,NA
Renovation,0,25,NA,NA,4,3,9,NA,NA
Retro Affect,0,1,NA,NA,1,1,1,NA,NA
Reverb Triple XP,0,1,NA,NA,1,1,1,NA,NA
Revolution,0,1,NA,NA,1,1,1,NA,NA
"Rhino Games, Inc.",0,3,NA,NA,1,3,1,NA,NA
Rich Olson,0,1,NA,NA,1,1,1,NA,NA
"Rideon Japan, Inc.",0,1,NA,NA,1,1,1,NA,NA
Right Stuff,0,6,NA,NA,4,4,3,NA,NA
Ringzero Game Studio,0,1,NA,NA,1,1,1,NA,NA
Riot,0,7,NA,NA,2,3,4,NA,NA
Riot Games,0,9,NA,NA,3,4,3,NA,NA
Ripcord Games,0,3,NA,NA,3,2,2,NA,NA
Ripstone,0,2,NA,NA,1,1,2,NA,NA
Riverhill Soft,0,1,NA,NA,1,1,1,NA,NA
Riverman Media,0,1,NA,NA,1,1,1,NA,NA
RntsMedia,0,1,NA,NA,1,1,1,NA,NA
Robert Topala,0,1,NA,NA,1,1,1,NA,NA
Robinson Technologies,0,2,NA,NA,2,2,2,NA,NA
Roblox Corporation,0,1,NA,NA,1,1,1,NA,NA
Robot Entertainment,0,1,NA,NA,1,1,1,NA,NA
Robot Gentleman Studios,0,3,NA,NA,2,3,2,NA,NA
Robotality,0,1,NA,NA,1,1,1,NA,NA
Rock Path Collective,0,1,NA,NA,1,1,1,NA,NA
Rocket Science,0,1,NA,NA,1,1,1,NA,NA
Rocket Science Games,0,3,NA,NA,2,2,3,NA,NA
"Rocket Studio, Inc.",0,1,NA,NA,1,1,1,NA,NA
Rocket Vulture,0,2,NA,NA,1,2,1,NA,NA
RocketPunch Games,0,2,NA,NA,2,2,1,NA,NA
Rockfish Games,0,2,NA,NA,2,2,2,NA,NA
Rockin' Android,0,5,NA,NA,3,1,2,NA,NA
Rockstar Leeds/North,0,1,NA,NA,1,1,1,NA,NA
"Rogue Play, Inc.",0,1,NA,NA,1,1,1,NA,NA
Rogue Snail,0,1,NA,NA,1,1,1,NA,NA
Roll7,0,5,NA,NA,2,3,1,NA,NA
Romstar,0,9,NA,NA,5,3,5,NA,NA
Ronimo Games,0,6,NA,NA,5,4,2,NA,NA
Roofdog Games,0,3,NA,NA,1,2,2,NA,NA
Rovio Mobile,0,18,0,0,6,8,4,NA,0
RucKyGAMES,0,1,NA,NA,1,1,1,NA,NA
Rudolf Kremers,0,1,NA,NA,1,1,1,NA,NA
Ruffian Games,0,1,NA,NA,1,1,1,NA,NA
Rune,0,4,NA,NA,3,1,2,NA,NA
Runic Games,0,6,NA,NA,3,5,2,NA,NA
RunnerGames,0,3,NA,NA,3,2,3,NA,NA
Running with Scissors,0,1,NA,NA,1,1,1,NA,NA
Rusty Lake,0,3,NA,NA,2,1,1,NA,NA
S2 Games,0,3,NA,NA,3,1,2,NA,NA
